Title,Description,DA - Manuel Collab Brand,Post Type,Post Url,Scrappé - SN Brand,Scrappé - SN Has Paid Placement,DA - Key Account,DA - LookUp - Social Network,Problème (from Data Admin - Brand),Category (from Data Admin - Brand),Manuel - Annotation Checked,Script - Annotation Checked,Manuel - Collab Commerciale,Script - Collab Commerciale,Manuel - Autres marques,Script - Autres marques,Chosen Post
No title,"Merci @chanel.beauty 💜Un paquet splendide pour une eau splendide 🪁

*offert*

#takeyourchance",CHANEL,GraphVideo,instagram.com/p/DIqlR5YIJVd/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,On se souviendra des cerises 🍒 @usher,CHANEL,GraphSidecar,instagram.com/p/DIjXAmHo7td/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Peace Up A-Town down ✌🏻OMG @usher quoi ! Je me suis fait le look full @chanelofficial en inspi vous en pensez quoi ?

Sinon je peux mourir en paix ! C’était fou !!! C’était sur ma bucket list depuis gamine 🥹 Merci @maybelline pour ce moment de fou et de souvenirs débloqués 🫶🏼 Usher … je n’en reviens pas ! Je vous ai posté tout le concert en story ! Sananas reporter à vous les studios !

Invitation

#usher #usherpastpresentfuturetour",CHANEL,GraphVideo,instagram.com/p/DIiwM_TI7sH/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,Because I am just happy ☺️,,GraphSidecar,instagram.com/p/DIhFbVPoDUi/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Collaboration commerciale 
Le pop-Up @lancomeofficial c’est pendant tout le mois d’avril dans la boutique des Champs-Élysées 💜
PS : je n’ai rien volé ce sont des images truquées !

#lancomeskincare #lancome",LANCOME,GraphVideo,instagram.com/p/DIb5_vPIVGd/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Collaboration commerciale
Le fini MAT qui marque c’est fini ✋🏻😤 mais bienvenue à la nouvelle génération de mat lumineux effet seconde peau de @maybelline à moins de 20€ ! 
J’ai acheté le nouveau Superstay Lumi-Matte il y a quelques mois avant qu’il n’arrive en France parce que je suis la fan numéro 1 de la gamme Superstay qui est sans faille quand tu as besoin d’alliés qui tiennent toute la journée ! 
J’ai IMMÉDIATEMENT été conquise (je vous avais posté une revue sur T!kt*k) par le fini lumineux naturel effet peau en bonne santé mais avec une couvrance sur mesure et par sa tenue inébranlable ! Il camoufle les rougeurs, les petites imperfections, floute légèrement sans cacher ma peau et ça J’AIME. 

Il a résisté à mes journées ski, mes concerts, mes événements, mes soirées, au sport BREF si vous avez une occasion type mariage ou des journées à 1000 à l’heure mais que vous ne voulez pas porter du mat au détriment d’une peau lumineuse et naturelle, FONCEZ !

Il est dispo en 27 teintes.

#lumimatte #makeup #maybellinefrance #grwm #crashtest",maybelline,GraphVideo,instagram.com/p/DIZIZbvIGG9/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Spring is my favorite season 🌸🌷💕🎀 @bdkparfumsparis 
*Collaboration commerciale-Invitation*

Photos @sheraz.debbich 

#impadia #bdkparfums",BDK PARFUMS,GraphSidecar,instagram.com/p/DITzyy_IiBC/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Pas de mission impossible pour votre peau chez Sephora.
La révolution Rétinol signée @lancomeofficial est là avec le nouveau Rénergie C.R.x. Triple Sérum.
 
3 actifs puissants. 1 seul sérum.
🔬 Rétinol pur pour corriger
🍊 Vitamine C pure pour illuminer
💧 X-Peptide pour apaiser
 
Votre nouvelle routine expert glow vous attend chez Sephora. 💜
 
#sephorafrance #skincare #lancomeskincare",LANCOME,GraphVideo,instagram.com/p/DIRbG4nMQ2G/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Ce starter pack de folie Chat GPT ? Je veux une perruque blonde c’est bon ! Vous validez ? Mdr « spicy romance » oups 🫣

Pour le faire copier ce tester en replaçant vos éléments entre « … » et vous lui mettez en exemple un capture d’écran d’un starter pack (le lien ou celui de quelqu’un d’autre) :

Crée moi une image de style packaging « Starter Pack » comme une figurine de collection. La boîte est en plastique transparent moulé, insérée dans un fond cartonné « Couleur de ton choix ». Le fond général de l’image est gris clair, avec un aspect minimaliste et propre.
Le personnage est représenté sous forme de figurine 3D stylisée, un style cartoon mais réaliste. Il est placé dans un renfoncement au centre-gauche, debout.
Le haut de la boite affiche en grand :
« STARTER PACK » , et en bas: le nom « ton
nom » du personnage en lettres capitales noires.
Sur la droite, plusieurs accessoires sont présentés dans des moules parfaitement ajustés. 
Les accessoires sont : « écris les accessoires que tu souhaites »
Le personnage est habillé avec « détails de ta tenue souhaitée»
L’image est bien éclairée, vue de face, en haute qualite, dans un style visuel proche d’un rendu produit professionnel. L’objectif est que le résultat ressemble à un produit réel prêt à être vendu en boutique. Voici un exemple : « et tu mets la capture d’écran d’un pack »

Si vous voulez l’animer c’est l’ia de capcut 😘",,GraphVideo,instagram.com/p/DIObXvaoX-9/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Avoir un fou rire avec @badgalriri à la @fentybeauty Avenue ✅ Je vais faire comme si tout était normal … Coming soon 👀

ps : Le pop-up est ouvert jusqu’au 28 avril !

Collaboration commerciale *Invitation

Hair @alexis.parente @ghdfrance",FENTY,GraphSidecar,instagram.com/p/DIHCvCLIEyI/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Collaboration commerciale 
Pop-Up OMEGA x SWATCH 🎀🌒 aux @galerieslafayette 

@swatchfrance dévoile une nouvelle édition limitée MISSION TO THE PINK MOONPHASE pour fêter les 60 ans de l’iconique Speedmaster Moonwatch d’OMEGA.

Inspiré de la micro-lune d’Avril, ce pop-up éphémère adopte un look plus rose que jamais aux Galeries Lafayette Paris Haussmann 💕

Faites vite, la Rolling Planet rose de Swatch reprend la route le 14 avril !

#MoonSwatch #OMEGAxSwatch #Swatch #galerieslafayette 

🎥 @timothemw",SWATCH,GraphVideo,instagram.com/p/DID7ZlIoSnL/,,false,sananas2106,instagram,,Accessoires,false,,None,None,,,false
No title,"GRWM pour la soirée de lancement de la nouveauté CHANEL EAU SPLENDIDE 🪻💜 Après plus de 30 ans, Chance s’offre une nouvelle Chance !
Il y a quelques jours j’eu la chance de la découvrir en exclusivité, c’est le tout premier jus floral-fruité de la Maison signé Olivier Polge.
On est sur des notes de framboise, de violette et de rose avec un cœur de géranium rosat provenant des champs de Chanel à Grasse (obviously). En notes de fond l’iris poudré s’épanouit sur un fond de cèdre et de musc blanc. Un pétillant espiègle et doux à la fois ! 

*Gifting*

#TakeYourChance #ChanceEauSplendide #CHANELFragrance",CHANEL,GraphVideo,instagram.com/p/DIBK1mxoPKP/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Collaboration commerciale
My new favourite Petal Bliss ⌚️ @swatchfrance 
Dans une journée il y a des choses qui changent et d’autres pas.
#SwatchBLOSSOMTIME

Photos @aurorefouchez_ 
Hair @alexis.parente @ghdfrance",SWATCH,GraphSidecar,instagram.com/p/DH3xpCUIce_/,,false,sananas2106,instagram,,Accessoires,false,,None,None,,,false
No title,"💛⭐️🐥🌻🐝🍋🌼Happy week end les amis 
Quoi de prévu ?",,GraphSidecar,instagram.com/p/DHyX2sfIBCw/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"La nouvelle gamme Nutrition d’ @yvesrocherfr hydrate pendant 72h grâce à son huile de Caméline Bio de Bretagne 🌼En plus elle est sans sulfate ni silicone ! Si vous avez les cheveux secs à très secs, foncez 👌🏻

#haircare",Yves Rocher,GraphVideo,instagram.com/p/DHwIIqNIb7K/,yvesrocherfr,true,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,Spending time with @mytheresa.com 💛,Mytheresa,GraphSidecar,instagram.com/p/DHqxUnaNDPp/,,false,sananas2106,instagram,,Vêtements,false,,None,None,,,false
No title,"Lunch with @diorbeauty 🌨️Donc en ce moment c’est 2 jours de soleil sur 62 c’est ça ? 👍🏻 fine, je garde quand même les lunettes !

Ensemble @victoriabeckham 
Slingback @miumiu 
Lunettes @prada 
Sac @loropiana",DIOR BEAUTY,GraphSidecar,instagram.com/p/DHjYz_-Iu1n/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Collaboration commerciale 
Guilty 😩Il a trouvé mon point faible @soldejaneiro !

#soldejaneiro #bumbumcream #bodycare",SOL DE JANEIRO,GraphVideo,instagram.com/p/DHeJoH2IyR_/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Collaboration commerciale 
On the go with my The Hudson @demellierlondon poivre et sel ! Mon nouvel emporte maison préféré 🥰

*gifting

#DeMellier #ABagALife #TheHudson","demellierlondon ",GraphVideo,instagram.com/p/DHawTE_I0O5/,,false,sananas2106,instagram,,Accessoires,false,,None,None,,,false
No title,Ce matin vous arrivez au boulot comme ça ou rien 😎 @mytheresa.com,Mytheresa,GraphVideo,instagram.com/p/DHYCZzKIoRw/,,false,sananas2106,instagram,,Vêtements,false,,None,None,,,false
No title,"La Tour Eiffel oui oui version @sabrinacarpenter 🤭 

Merci encore pour l’invitation @maybelline ! You know how to partyyyyyyy 🔥 

#sabrinacarpenter #shortandsweet",maybelline,GraphSidecar,instagram.com/p/DHWsqHcofDM/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"100% agree except for the relationship status part 🤭 Petit racap de la folle FW ! Quel look vous avez préféré ? Vous aimeriez voir quoi dans mes prochains vlogs et looks de Fashion week ? Quels défilés ? Quel type de coiffure ? Dites-moi tout 🫶🏼
Look 1 @balmain show
Look 2 Dîner @balmain 
Look 3 @giambattistavalli show
Look 4 @maisonvalentino show
Look 5 @rokhofficial show

#pfw #pfw25",,GraphVideo,instagram.com/p/DHRMvaYIBis/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Last ones @rokhofficial 🥰 La meilleure c’est la dernière.
Mille merci pour tous vos commentaires et votre force durant cette Fashion week 🥹On s’est démenés et malgré tout ce stress je me suis amusée alors merci pour tout votre amour, c’est la meilleur des récompenses 🫶🏼

#pfw #rokhfw25 

Make up @maccosmeticsfrance 
Hair @nicolasdenoun @ghdfrance 
Photos @aurorefouchez_",Rokh,GraphSidecar,instagram.com/p/DHN9cmZoGWV/,,false,sananas2106,instagram,,Vêtements,false,,None,None,,,false
No title,"@rokhofficial never disappoints me 😮‍💨👏🏻

Make Up @maccosmeticsfrance 
Hair @nicolasdenoun @ghdfrance 
Video @timothemw",Rokh,GraphVideo,instagram.com/p/DHJh8YVIhul/,,false,sananas2106,instagram,,Vêtements,false,,None,None,,,false
No title,"@maisonvalentino day ❤️‍🔥

Hair @clotildehairstylist @ghdfrance 
Photos @aurorefouchez_",Valentino,GraphSidecar,instagram.com/p/DHEXT4CIO4a/,,false,sananas2106,instagram,,Vêtements,false,,None,None,,,false
No title,"VALENTINO 🤍Mon premier show @maisonvalentino pinch me !
#pfw #maisonvalentino 

📹 @timothemw 
Hair @clotildehairstylist @ghdfrance",Valentino,GraphVideo,instagram.com/p/DHB1E-to3SN/,,false,sananas2106,instagram,,Vêtements,false,,None,None,,,false
No title,"We love some details right ? 🤌🏻 

Make up @lorealparis 
Hair @alexis.parente @ghdfrance 

#pfw #pfw25 #giambattistavalli #lorealmakeup #lorealparismakeup #giambattistavallifw25",LOREAL,GraphSidecar,instagram.com/p/DHBF4yhI5H-/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"No caption needed for this look 🖤 @giambattistavalli you have my heart.

#giambattistavalli #fw25 #lorealparismakeup #giambattistavallifw25 

Make Up @lorealparis 
Hair @alexis.parente @ghdfrance 
📷 @aurorefouchez_",,GraphSidecar,instagram.com/p/DG-ruJMoBvH/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Boho chic et élégance par excellence 🤌🏻Bravo @giambattistavalliparis c’était sublime ! 
#giambattistavalli #fw25 #lorealparismakeup 

Make Up @lorealparis 
Hair @alexis.parente @ghdfrance 
📹 @timothemw",,GraphVideo,instagram.com/p/DG8mFoIoiFK/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Jeans and 🐍 for @balmain show 
#balmain #pfw #balmainfw2526 

Hair @clotildehairstylist @ghdfrance 
📸 @aurorefouchez_",,GraphSidecar,instagram.com/p/DG57xyMoRwM/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"@balmain show was 🔥En un mot ? SPECTACULAIRE ! 
#balmainfw25 #Pfw #balmain

Hair @clotildehairstylist @ghdfrance 
📹 @timothemw",,GraphVideo,instagram.com/p/DG3TtHPu9-l/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Collaboration commerciale 
Le Teddy Tint de @maybelline c’est bien plus qu’un rouge à lèvres. C’est du confort, du blush, de jolies teintes, de la facilité et de la tenue … ce n’est pas pour rien qu’il porte le nom d’un ours en peluche !🧸 C’est du réconfort ! 

#maybellinefrance #makeup #itsrealtalk",maybelline,GraphVideo,instagram.com/p/DGyRD3ttBbz/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Entering Paris fashion week like … 😎 Hâte de vous montrer mes looks la semaine prochaine, il y aura beaucoup de premières 🫣

📸 @aurorefouchez_",,GraphSidecar,instagram.com/p/DGqG21GtBqM/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Collaboration commerciale @ghdfrance 
On crash teste le GHD CHRONOS MAX ! Tenue 24h, 3x plus rapide & Technologie HD Motion-Responsive ? Je vous dis tout !",GHD,GraphVideo,instagram.com/p/DGi_1N6NScH/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,Back to Paris with a little 🇬🇧touch ! @burberry @demellierlondon,,GraphSidecar,instagram.com/p/DGgnZteNIeW/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,Bon lundi les amis 🖤je vous poste quand même mes photos clichés avec cabine rouge du fond du lit 🤧,,GraphSidecar,instagram.com/p/DGc0YmPN-dQ/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"À la English 🫖 Merci pour ce tea time @narsissist ! 
Ps : nouvelle vidéo sur ma chaîne YouTube 🤫

*invitation*

Blazer @wardrobe.nyc 
Chemise @dolcegabbana 
Jeans @maisonalaia 
Lunettes @ysl 
Mocassins @chanelofficial",NARS,GraphSidecar,instagram.com/p/DGav9LuoQwP/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Wanna play @narsissist ? Merci pour cette partie(y) Nars 🖤Le pop up à Londres est ouvert tout ce week end si vous êtes dans les parages, un lieu immersif plein de surprises et de jeux 😈

*Invitation*",NARS,GraphSidecar,instagram.com/p/DGVsEKENH_5/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,Rouladeuse professionnelle 😎 no cascadeur needed,,GraphVideo,instagram.com/p/DGTNDokttH6/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"@magdabutrym keeping me warm 🤍 Il était une fois Chaperon Beige, enfant d’une grâce exquise et au look impeccable , traversait la forêt lorsque surgit un loup affamé. Prêt à la dévorer, il s’arrêta net, frappé par l’élégance de son apparence.

« Que serait-ce de laisser disparaître une telle splendeur dans le néant de mon estomac ? Ce serait un outrage au bon goût ! » s’exclama-t-il.

Flattée, Chaperon Beige lui prodigua quelques conseils de style. Séduit, le loup troqua sa fourrure hirsute contre un manteau de velours et devint le plus raffiné des prédateurs en se proclamant Influenceur mode renommé de la forêt. Ainsi, au lieu d’inspirer la crainte, il devint icône du bon goût attirant des amoureux de la mode de contrées lointaines.

Ils vécurent fashionablement heureux. 
FIN.

Tenue et manteau @magdabutrym 
Écharpe @magdabutrym 
Gants @toteme 
Ceinture @ysl 
Bottines @khaite_ny 
Sac Lady @dior

📸 @aurorefouchez_",,GraphSidecar,instagram.com/p/DGQHZyxNjtE/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"📱Spotted : @Sananas2106 a été aperçue un peu partout dans la capitale, et pour cause : @erborian lui a confié un rôle de choix en faisant d’elle l’égérie de son tout nouveau must-have beauté, la Skin Therapy Eye. 
Lors d’un arrêt chez @sephorafrance , elle a même pris le contrôle de la boutique en s’improvisant DJ histoire de mettre de l’ambiance !

Un coup d’éclat ou une stratégie bien rodée ? Une chose est sûre, tous les regards sont rivés sur elle et sa Skin Therapy Eye 👀 
Stay tuned.
Xoxo, GG.

*Collaboration commerciale*",ERBORIAN,GraphVideo,instagram.com/p/DGLncwaNj8C/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Collaboration commerciale 
Les Beauties au ski first edition ⛷️ Lieu magique, team magique, produits magiques et c’est tout ! 

Merci pour cette aventure mon @richaard2609 c’était parfait et même au-delà et merci @mixafr et @maybelline de nous avoir fait confiance et d’avoir rendu tout ça possible 🫶🏼

Et merci ma belle @aurorefouchez_ pour les fous rires et les photos !

#skincare #maybelline #makeup #ski #chamonix",maybelline,GraphSidecar,instagram.com/p/DGJQCGcNX6d/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,Ce film culte vraiment 😭on était obligés avec @richaard2609 !,,GraphVideo,instagram.com/p/DGG0LEkNusN/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Danser sous la neige ❄️❄️❄️>>>>>>

@toteme full look
@loropiana bag",,GraphVideo,instagram.com/p/DGFy3NhtYol/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"les beauties font du ski 🎀❄️ 

sérum hydratant + spf50 @mixafr 
fond de teint lumi mate + teddy tint + mascara sky high @maybelline
*invitation",maybelline,GraphVideo,instagram.com/p/DGD4xv5tDbx/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Rose everywhere @lancomeofficial 💕Cet ensemble @wardrobe.nyc on en parle ? 🤌🏻

*Invitation*
Coiffure @alexis.parente @ghdfrance 

#lancome #idolehouse",LANCOME,GraphSidecar,instagram.com/p/DGDiAodNHQv/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Avec @alexis.parente on a toujours des bêtises à tourner alors qu’on nous attend pour shooter 🤫
Obligés de reproduire cette scène culte de Pretty Woman ! 

Robe @nadinemerabi 
Escarpins @maisonalaia 
Bijoux @theofficialpandora 
Coiffure @alexis.parente @ghdfrance",,GraphVideo,instagram.com/p/DF7ivYzNuhG/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Collaboration commerciale @theofficialpandora 
Girls n roses 🌹 j’accepte les roses mais pas n’importe lesquelles 😜 

Hair @alexis.parente @ghdfrance 

#BeLove #ShotForPandora",PANDORA,GraphSidecar,instagram.com/p/DF48eNnN_qg/,,false,sananas2106,instagram,,Accessoires,false,,None,None,,,false
No title,"Après des années d’attente @erborian accueille une nouvelle icône dans la famille : Le Skin Therapy Eye ♥️
J’ai l’immense honneur après plusieurs années en tant qu’ambassadrice de la marque, d’être l’égérie de ce nouveau soin 🥰
La Erborian family savait à quel point je recherchais le contour des yeux parfait ! Et bien il est là et les résultats sont visibles dès la 1ère nuit. Oui oui c’est le cas !
Ce soin Coréen ultra concentré contient 9 Super Ingrédients qui vont agir sur tous les aspects du contour de l’œil : lisser, apaiser, réduire les signes de fatigue, hydrater, atténuer les poches, les cernes et les rides … BREF, il est parfait quoi ! 

Entre son Ginseng, sa Niacinamide, son Yuzu, sa Centella Asiatica et sa caféine, il a vraiment tout pour lui et il est dispo chez @sephorafrance.

PS : Si vous rêviez de la Skin Therapy Huile Sérum en texture plus légère mais en tout aussi efficace, la Skin Therapy Serum Lacté vient aussi d’arriver !",ERBORIAN,GraphVideo,instagram.com/p/DF2LTQBt4T0/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Collaboration commerciale @theofficialpandora 
Some dreams come true, some don’t, but keep on dreamin’ 💎

#BeLove #ShotForPandora

Hair @alexis.parente @ghdfrance",PANDORA,GraphSidecar,instagram.com/p/DF0HNQTN6GV/,,false,sananas2106,instagram,,Accessoires,false,,None,None,,,false
No title,"Collaboration commerciale 
@theofficialpandora is always good company 🌹Pour célébrer l’amour et mon année en tant qu’ambassadrice Pandora j’ai eu envie de faire quelque chose de spécial pour vous 🥰

Aimez-vous, ne vous dépréciez jamais et n’acceptez dans votre cœur que les personnes qui reconnaissent votre vraie valeur. 

#BeLove #ShotForPandora 

Vidéo : @atemi_productions
Hair @alexis.parente @ghdfrance",PANDORA,GraphVideo,instagram.com/p/DFyBOPMN1DW/,,false,sananas2106,instagram,,Accessoires,false,,None,None,,,false
No title,"T’as fait quoi hier ? Oh rien j’ai juste tourné une vidéo avec @evalongoria . AHHHHH ! Pinch me ! Regardez comme on est heureux et timides avec @marcus_mgvm 🥰 Gabrielle Solis quoi 🥹 Mais en vrai … We WORTH IT non ? Ce jour est arrivé parce que VOUS avez cru en nous, parce que vous nous avez valorisé en plaçant votre confiance en nous, en nous soutenant et en ayant toujours le mot qui réchauffe le cœur.

Alors merci à vous, à @lorealparis et ma belle @emily.negrelli qui ont fait que ce moment existe pour de vrai 🫶🏼

#lorealparismakeup",,GraphSidecar,instagram.com/p/DFuSk4qtct9/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Collaboration commerciale 
Unboxing du nouveau Flower Ikebana Indigo de @kenzoparfums 🪻Un floral incontournable !

En exclu en ce moment chez @sephorafrance 

#perfume #fragrance #parfum #flowerbykenzo #flowerikebana #kenzo",KENZO,GraphVideo,instagram.com/p/DFkfrHZtQ3E/,,false,sananas2106,instagram,,Vêtements,false,,None,None,,,false
No title,"Un peu de poésie en ce samedi 🥰 Choisissez une création @zuhairmuradofficial ! Pour moi c’est la dernière !

Make Up @maccosmeticsfrance 
Hair @clotildehairstylist @ghdfrance 

#HAUTECOUTURE #PFW #COUTUREWEEK #ZUHAIRMURAD",,GraphSidecar,instagram.com/p/DFh8HEFNGAx/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"@zuhairmuradofficial always leaves me speachless ✨👏🏻C’est de la magie ni plus ni moins … 

Make Up @maccosmeticsfrance 
Coiffure @clotildehairstylist @ghdfrance 
Video @timothemw 

#hautecouture #pfw #zuhairmurad",,GraphVideo,instagram.com/p/DFf6MuVN2k4/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"@zuhairmuradofficial can’t wait to be blown away 🥰Si hâte !
#HAUTECOUTURE #HAUTECOUTUREWEEK #ZUHAIRMURAD

Make Up @maccosmeticsfrance 
Hair @clotildehairstylist @ghdfrance",,GraphVideo,instagram.com/p/DFfPv_qNJ0Y/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Moment Hautement Couture @stephanerolland_paris ✨ Vous avez aimé ce look ? Je pense que je n’ai jamais porté quelque chose d’aussi beau 🥰

Coiffure @clotildehairstylist @ghdfrance 

Invitation 

#pfw #hautecouture #stephanerolland",Stephane Rolland,GraphSidecar,instagram.com/p/DFcyMMrtwAM/,,false,sananas2106,instagram,,Vêtements,false,,None,None,,,false
No title,"Starting Paris Haute Couture with the one and only @stephanerolland_paris ✨Ma personne préférée. 

Vidéo @timothemw 
Coiffure @clotildehairstylist @ghdfrance
Joaillerie @messika 

#pfw #parishautecouture #stephanerolland",,GraphVideo,instagram.com/p/DFa0o1stTu2/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,Stay here forever 💭,,GraphSidecar,instagram.com/p/DFYpcb-NMnB/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Home for few days @hotellekaila 🏔️❄️Du repos, du fromage et de la glissade avant d’attaquer la FW Haute Couture ! 
On a décidé de revenir à Meribel, parce que c’était notre première fois ici avec John il y a quelques années 🥰On peut dire que la boucle est bouclée maintenant qu’on a pu skier côte à côte.",,GraphSidecar,instagram.com/p/DFVg_RUtm_F/,,false,sananas2106,instagram,,,true,,None,None,,,true
No title,"Le pantacourt en hiver c’est un rêve flag, j’ai eu froid en vrai 🥹Je poste la tenue pour ne pas avoir eu froid pour rien quand même.",,GraphSidecar,instagram.com/p/DFQeeGVt1lw/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"What’s your favorite season ?  Me : Coats.
Bon courage pour cette nouvelle semaines les amis, on oublie pas de faire comme sur la dernière photo 🫶🏼",,GraphSidecar,instagram.com/p/DFCenypt1ev/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,Promis cette année j’arrête 🫡,,GraphVideo,instagram.com/p/DE78txLN9uV/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Les meufs, on débarque en 2025 avec 10000000 points aura ou rien. Because we are worth it 👑 Merci pour l’invitation et le rappel @lorealparis !

Collaboration commerciale-Invitation

#worthit #lorealparis #lorealmakeup #makeup",LOREAL,GraphSidecar,instagram.com/p/DE7Mc2QIEUQ/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,Brrr 🥶 on est d’accord ?,,GraphSidecar,instagram.com/p/DE2qzkBomBA/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Collaboration commerciale 
Après Skin Multi-Use Rich Rescue Crème d’ @olehenriksen ❄️ Petit jeu de mots avec « après-ski » parce que c’est vraiment la sensation que tu ressens sur ta peau en l’appliquant ! Ce moment de bonheur où après une grosse journée de ski tu retrouves le confort de tes après-ski ! Ou de tes chaussons en rentrant le soir à la maison 💜 

Ce soin multi-usage ou crème de nuit (ou masque parce que vous pouvez l’appliquer quand vous en avez besoin), sera votre best allié quand vous ressentez que votre peau réclame de l’hydratation, du confort et de l’apaisement. L’effet est immédiat, ta peau est tout de suite réconfortée ☁️
Merci pour ce petit cocon de peau Ole mais aussi pour les Céramides on adore 🫶🏼 

#skincare #olehenriksen 
@sephorafrance",olehenriksen,GraphVideo,instagram.com/p/DE0JY_fNFuY/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Are you happy to be in London with @sephoracollection ? 💙 Ouiii ouiii ! 

*collaboration commerciale - invitation*",SEPHORA,GraphSidecar,instagram.com/p/DEqIvXGocZz/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Collaboration commerciale
Welcome @fentyhair 💚 Enfin dispo sur le site de @sephorafrance ! 

Notre Queen Riri a encore fait fort ! En plus des beaux packagings, les formules sont géniales ! Mes cheveux sont doux et brillants et gros +, ils sentent bon super longtemps !
Elle n’a pas blagué avec les produits de coiffage, vous allez être bluffé(e)s ! Ils sont excellents 👌🏻Trop hâte d’avoir vos retours !

#fentyhair",FENTY,GraphVideo,instagram.com/p/DEh-qZoIPub/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,Winter is here ❄️pick your favorite player 👜,,GraphSidecar,instagram.com/p/DEZ2KrpoXKQ/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Too messy and always will be 🤷🏻‍♀️ Pas de long discours de vœux mais je vous souhaite juste de vivre. De vivre vraiment et pleinement ma Sananas family 💚 Et je vous souhaite aussi d’avoir les bonnes personnes autour de vous, parce que ça fait la différence et ça vaut encore plus le coup. Je me sens chanceuse et reconnaissante d’être parmi vous encore cette année 🥰Love you. Du fond du cœur.",,GraphSidecar,instagram.com/p/DEUdVv0I-sH/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,New PR au DC 😍,,GraphVideo,instagram.com/p/DSw5vtIDarw/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,POv : Je deviens Père Noël 🎅,,GraphVideo,instagram.com/p/DSru0hmjav8/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
